Token;Repeticiones;# de archivos
renovated;2;2
renovation;5;3
renovations;3;1
renowned;3;2
rent;29;4
rentabilidad;4;4
rentable;4;4
rental;18;4
rented;3;2
renter;14;1
renters;4;2
renting;2;1
renunciation;2;2
reopen;2;2
reopened;2;1
reorganisation;2;1
reorganised;2;1
reorganizaci;4;1
reorganization;5;5
rep;13;11
repair;20;12
repairing;18;1
repairs;20;4
reparaci;2;2
reparaciones;4;3
reparation;2;2
repatriation;4;2
repayment;4;3
repealing;2;2
repeat;10;9
repeatabilities;2;2
repeatability;7;2
repeatable;5;2
repeated;17;13
repeatedly;8;6
repeats;2;2
repels;2;2
repetition;3;3
repetitious;3;2
repetitive;3;3
replace;26;15
replaced;10;9
replacement;14;6
replacements;4;3
replaces;3;3
replacing;13;13
replay;2;1
replays;2;1
replied;2;2
reply;3;3
report;307;160
reported;392;53
reportedly;11;9
reportedon;5;4
reporter;34;14
reporters;28;11
reporting;48;23
reports;58;31
reposition;2;2
represent;32;24
representado;2;2
representan;3;3
representation;29;15
representations;2;2
representative;66;32
representatives;48;31
represented;22;18
representing;34;28
represents;26;21
repression;10;10
repressive;6;5
reprezentativ;3;3
reprinted;33;32
reprisal;3;2
reprivatizacios;2;1
reproduce;5;5
reproducible;2;1
reproduction;4;4
reproductive;3;3
reps;2;2
reptiles;4;4
republic;155;61
republican;22;12
republicans;37;29
republics;14;7
republikanus;8;7
republikanusok;3;2
repulnek;2;2
repulo;3;3
repulogep;4;3
repulogepeket;2;2
repulok;3;3
reputaci;3;2
reputation;10;9
reqs;23;6
requerida;2;2
requerimientos;3;2
requerir;2;1
request;45;27
requested;14;13
requesting;3;2
requests;36;14
requieren;2;2
require;59;31
required;119;54
requirement;43;30
requirements;87;47
requires;52;32
requiring;24;17
requisites;2;2
requisitos;4;4
res;54;9
resale;2;2
resarcimiento;4;1
rescate;5;2
rescind;3;3
rescomp;9;6
rescue;10;6
rescued;2;2
resd;3;3
rese;2;2
research;344;133
researched;6;5
researcher;2;2
researchers;10;7
researchoffices;13;13
resection;2;1
resemblance;2;2
resembled;2;2
resentment;4;4
reservas;39;13
reservation;4;3
reservations;3;1
reserve;21;9
reserved;139;136
reserves;7;5
reservoir;3;3
reservoirs;2;2
reservorios;8;5
reshall;16;5
reshalls;5;5
reshetar;2;1
reside;2;2
resided;2;2
residence;34;26
residences;2;2
residency;4;4
resident;16;7
residential;10;4
residents;31;22
resides;2;2
residing;5;3
residual;11;5
residues;5;1
resign;2;2
resignation;8;6
resigned;4;4
resigns;2;1
resist;2;2
resistance;13;10
reslife;7;5
resmeier;2;2
resnet;41;5
resolution;75;35
resolve;19;14
resolved;13;12
resolving;6;5
resonable;3;1
resort;25;5
resorts;6;2
resource;44;25
resources;137;65
respect;42;37
respected;10;8
respectfully;7;5
respectivamente;13;7
respective;23;18
respectively;38;24
respecto;28;6
respects;2;1
respiration;2;2
respiratory;4;4
respond;8;6
respondeat;3;1
responded;11;10
respondent;2;1
respondents;2;2
responder;2;2
responding;3;3
responds;4;4
responsabilidad;3;3
responsable;2;1
response;78;45
responses;17;13
responsibilities;38;20
responsibility;83;65
responsible;76;43
responsibly;2;2
responsive;3;2
responsiveness;2;2
respublika;3;2
respuesta;2;2
rest;32;21
restaurant;14;5
restaurants;6;4
rested;2;2
restena;3;3
restitucios;2;2
restitution;10;4
restoration;11;10
restore;12;9
restored;5;5
restoring;8;8
restrain;2;2
restraint;4;4
restricci;2;2
restrict;6;5
restricted;9;7
restricting;2;1
restriction;10;7
restrictions;29;17
restrictivas;3;1
restrictive;11;6
restrikcioval;2;1
restructure;5;4
restructuring;7;6
resudox;3;3
result;122;72
resultado;45;9
resultados;74;10
resultant;44;20
resultante;5;3
resultantes;4;3
resulted;20;19
resulting;46;38
results;119;75
resume;5;5
resumen;2;1
resumes;2;2
resurgence;4;3
resurrection;2;1
resz;3;3
reszben;21;11
resze;49;29
reszeben;5;4
reszebol;3;2
reszein;2;2
reszekent;3;3
reszeket;2;2
reszen;2;2
reszenek;7;5
reszere;6;6
reszerol;17;13
reszese;2;2
reszesedesi;2;1
reszesei;2;1
reszesitettek;2;2
reszesiti;2;2
reszesul;3;3
reszesulnek;2;2
reszesult;2;2
reszet;26;16
reszeve;4;4
reszevel;2;2
reszleges;2;2
reszlegesen;3;3
reszlegvezeto;2;1
reszlet;2;2
reszleteit;2;1
reszletek;8;6
reszleteket;5;5
reszletes;4;4
reszletesen;10;8
reszletet;4;3
reszt;54;22
resztvett;2;2
resztvevo;7;5
resztvevoi;5;5
resztvevok;5;5
reszuk;3;3
reszuket;3;3
reszvenyeinek;2;2
reszvenyek;3;2
reszvenytarsasagga;6;5
reszvetelevel;2;2
reszveteli;3;2
retail;12;9
retailed;2;2
retailers;3;3
retain;9;8
retaining;6;5
retains;2;2
retaliation;8;6
retaliatory;5;3
retardation;11;3
retarded;26;8
reteg;12;8
retege;3;3
reteget;6;4
retegnek;4;3
retenci;2;2
retenciones;3;2
retention;4;4
retire;4;4
retired;19;13
retirees;4;2
retirement;53;12
retires;5;3
retiro;6;2
retorika;2;2
retorzio;2;2
retorziokat;2;1
retreats;2;2
retribuciones;3;3
retribution;3;3
retrieval;11;5
retrieve;4;3
retrospective;3;3
retsagon;2;1
retteg;3;2
rettenetes;4;3
return;157;87
returned;19;16
returning;8;7
returns;37;17
reuna;6;5
reunification;10;5
reunion;2;2
reusable;2;1
reuss;10;10
reuter;5;5
reuters;45;21
reutlingen;2;1
rev;12;5
revcan;2;2
reveal;9;9
revealed;15;15
revealing;3;3
reveals;21;16
revelation;5;4
reven;28;19
revenge;7;3
revenue;41;17
revenues;5;5
reversal;5;5
reverse;14;7
reversed;21;10
reverses;2;2
revie;2;2
review;412;106
reviewed;18;17
reviewing;8;6
reviews;93;46
revise;2;2
revised;5;4
revision;14;14
revisionist;2;2
revisited;2;2
revitalization;3;3
revival;6;5
revizionista;3;2
revocable;8;1
revocation;2;2
revoke;5;5
revoked;6;3
revolt;9;6
revolts;2;2
revolution;161;40
revolutionaries;2;2
revolutionary;29;20
revolutionist;2;2
revolutionize;2;2
revolutions;20;10
revolving;4;4
rewarded;3;3
rewarding;4;4
rewards;5;5
rewrite;2;2
rewritten;2;2
rex;8;4
rey;2;2
rezso;6;5
rfe;11;8
rferl;2;2
rfweston;4;2
rg;2;1
rgenes;6;3
rgy;7;3
rgyal;5;2
rh;23;7
rhapsodies;2;2
rhat;4;3
rhbk;2;2
rhein;5;4
rhetoric;5;5
rheumatoid;2;2
rhi;5;5
rhilinet;5;5
rhml;3;3
rhn;5;5
rhno;18;5
rhode;33;33
rhodes;23;15
rhodesian;2;2
rhol;2;2
rhrz;2;2
rhubarb;4;1
rhull;2;1
rhyme;2;1
rhythm;8;7
rhythmic;2;2
rhythms;2;2
ri;49;8
ria;3;3
riaszto;2;2
ribicoff;9;9
ribs;2;1
ric;3;2
rica;17;12
rican;6;4
ricardo;6;3
rice;58;11
rich;16;12
richard;58;26
richards;2;2
richardson;10;8
richfield;2;2
richland;2;2
richmond;20;15
richnet;4;4
richter;2;1
rick;6;5
ricks;2;2
rico;21;11
ricochet;4;4
ricommunity;3;3
rid;3;3
ridden;2;2
ride;6;4
rider;7;6
ridge;7;7
ridgecrest;5;5
ridicule;5;5
riding;2;2
ridleysd;4;4
riegel;2;1
riegle;14;14
riesgo;10;4
rifle;4;3
rifles;2;1
rift;5;4
rig;2;2
rigby;3;2
right;248;93
rights;524;164
rigid;3;3
rigidity;2;2
rigorous;2;2
rik;3;2
riken;2;2
rikkyo;2;2
riley;2;2
rim;26;8
rina;6;1
rinaldo;13;13
ring;11;7
ringring;2;2
rings;2;1
rint;3;2
rio;7;7
riot;9;5
riots;3;3
rip;3;3
ripco;5;5
riporter;4;3
riportere;2;1
riporterek;4;2
riporternek;2;2
rippers;4;4
riq;3;3
ris;3;1
risc;4;4
rise;99;40
risenhoover;3;3
rises;13;7
rising;11;10
risk;82;41
risks;641;24
risky;3;3
rit;11;6
rites;5;5
ritka;5;5
ritkabban;3;3
ritkan;2;2
ritkito;2;2
rito;2;2
ritsumei;2;2
ritter;9;9
ritual;3;3
ritualistic;2;2
rituals;6;5
ritz;8;1
rium;5;2
riv;5;5
riva;2;2
rivadavia;2;1
rival;4;3
rivalizalas;2;2
rivalry;5;4
rivals;3;2
river;32;22
riverbend;3;3
rivers;7;6
riverside;6;5
rivm;2;2
rizsi;2;2
rj;4;2
rk;4;2
rkezik;2;1
rl;45;16
rlap;3;2
rlaval;4;4
rlc;3;3
rlcc;2;2
rlvphs;2;2
rm;3;3
rmas;4;1
rmaz;8;3
rmc;8;5
rmci;5;5
rmd;2;2
rmdsz;29;6
rmeg;5;1
rmester;2;1
rmii;6;6
rminos;7;4
rmit;11;6
rmki;2;2
rmplc;5;5
rmrc;4;4
rmrs;4;1
rmt;10;5
rn;4;3
rnap;6;3
rnb;2;2
rnep;4;2
rnet;4;4
rni;2;2
rnp;2;1
rns;5;5
rny;3;2
ro;26;8
road;65;28
roadrunner;2;2
roads;5;3
roaming;2;1
roanoke;10;5
roasted;2;2
rob;5;2
robbanas;3;2
robbant;2;2
robbantottak;2;2
robbery;11;5
robert;121;48
roberto;11;5
roberts;21;19
robertson;4;3
robespierre;3;1
robin;3;3
robins;6;5
robinson;25;21
robison;3;3
robo;3;3
robot;350;25
robotic;70;12
robotically;2;1
robotics;19;11
robotrak;37;10
robots;63;14
robust;3;3
robustness;2;2
roc;6;5
roch;5;5
roche;5;5
rochester;47;7
rochesterdandc;2;2
rock;41;17
rockefeller;13;9
rocket;10;8
rockets;3;3
rockford;8;4
rockhurst;4;4
rockies;3;2
rocking;3;1
rockwell;55;6
rocky;7;4
rocler;4;4
rod;4;3
rodamientos;4;1
roden;6;5
rodgers;2;1
rodino;15;15
rodionov;17;5
rodney;2;2
rods;4;2
roe;17;17
roeckner;2;1
roehampton;3;3
roelof;2;1
roemer;7;7
rog;4;4
roger;6;5
rogers;20;19
rogerswave;2;2
rogton;7;7
rogue;2;2
rogyott;2;2
rogziteni;2;2
rogzitett;9;8
rogzitettek;2;2
rohamosan;7;5
rohan;2;1
rohannak;2;2
rohcg;4;4
rohde;6;3
rohej;3;2
rohejes;3;3
rohmhaas;11;5
rohog;2;2
rohogni;2;2
roil;2;1
rok;9;3
roka;2;1
rokl;2;2
rokonsaguk;2;2
rokonszenves;2;2
rol;23;16
rola;21;17
roland;6;5
role;449;106
roles;67;36
roll;15;7
rollanet;5;5
rolling;3;3
roluk;2;2
rolunk;2;2
rom;34;9
roma;14;8
romaban;2;2
romai;4;3
romak;2;2
roman;125;27
romance;9;5
romanellenes;2;1
romani;4;1
romania;114;30
romaniaban;7;7
romaniai;18;10
romanian;44;17
romanianak;8;8
romaniat;2;2
romaniaval;2;2
romanok;13;6
romanoknak;3;3
romantic;36;11
romanticism;10;8
romanticist;2;1
romanticized;2;2
romanul;2;2
romat;5;1
romboljak;2;2
rombolo;2;2
rome;13;8
romeo;11;3
romf;2;1
romir;3;2
romjain;3;2
romlanak;2;2
romlasa;3;2
romlasat;4;3
romlo;5;4
romlott;10;6
romnegyed;3;1
rompres;2;2
roms;2;1
ron;6;6
rona;2;2
ronald;14;10
ronan;4;4
roncalio;6;6
rontana;2;1
rontja;3;3
rontok;2;1
rontotta;2;2
rood;3;3
roof;8;4
rooftop;2;1
room;50;34
rooms;26;9
rooney;9;6
roorda;2;1
roosevelt;23;6
roost;2;1
root;8;7
rooted;2;2
roots;36;31
roper;2;1
ropes;2;2
roppant;5;2
ros;9;7
rosaparks;2;2
rosati;5;3
rosban;2;1
rose;41;28
rosenblatt;2;2
rosenet;7;5
rosenheim;2;2
rosenthal;12;12
rosmond;2;1
ross;11;8
rosseau;3;2
rossel;7;2
rossii;4;3
rossiter;2;2
rossnutrition;2;2
rossz;33;20
rosszabb;9;7
rosszat;2;2
rosszindulatu;3;3
rosszul;12;10
rostenkowski;15;15
roster;3;3
rostock;2;2
rostov;2;1
roswitha;2;1
rosztovi;3;2
rotating;3;1
rotation;2;2
rotator;2;1
rotc;3;3
rote;2;2
roth;28;27
rotterdam;7;4
rouen;2;1
rough;2;2
roughly;6;6
roughness;17;2
roukema;7;7
round;52;20
roundlake;2;2
roundup;4;4
roush;4;4
rousseau;24;5
roussel;2;2
rousselot;10;10
route;16;10
routed;2;2
routine;21;11
routinely;5;3
routines;2;2
rovata;3;3
rovatai;14;11
rovid;19;13
rovidebb;4;4
roviden;4;4
rovidesen;2;2
row;4;3
rowan;6;6
rowboats;2;2
rowland;8;5
rowntree;2;1
roy;10;9
royal;17;9
roybal;14;14
royer;2;2
roz;3;2
rozni;2;1
rozott;3;2
rozsa;5;4
rozsadombi;5;3
rozsos;2;1
rp;13;3
rpa;4;3
rpedig;2;2
rpi;33;5
rpl;3;2
rpn;2;1
rpna;2;2
rpr;2;2
rps;4;2
rpsd;2;2
rpslmc;7;5
rpt;5;1
rpv;4;4
rr;5;5
rrafos;2;2
rrcc;3;3
rrd;9;5
rri;6;5
rrif;4;2
rrnet;9;5
rrsp;11;2
rrz;7;5
rrze;4;4
rrzn;3;3
rs;14;8
rsa;8;6
rsadalmat;2;2
rsadalmi;7;2
rsadalom;4;2
rsas;7;3
rsc;2;2
rsdhi;23;2
rsf;3;3
rsgis;2;2
rsi;29;3
rsl;4;4
rsoc;4;4
rssi;3;2
rsz;2;2
rszerz;3;1
rt;280;33
rta;2;2
rtak;2;2
rtc;5;4
rtd;8;5
rte;6;4
rtelemben;4;3
rtelm;2;1
rtelme;3;3
rter;2;2
rtes;2;1
rti;8;7
rtis;3;3
rtk;2;1
rtnak;3;1
rtoskoda;9;9
rtot;6;1
rtp;5;3
rtr;7;5
rtra;3;1
rts;3;3
rtt;2;2
rttal;2;1
ru;55;9
rubber;5;4
rubin;2;2
rubles;10;7
rubro;8;6
rubros;2;1
ruc;2;2
rudd;12;12
ruddy;3;2
rude;2;2
rudman;7;7
rudnay;2;2
rudnev;6;2
rudolf;6;3
rudolph;2;2
rudy;4;4
ruedas;2;1
ruef;2;2
ruehe;3;3
ruf;2;2
rufa;5;4
rug;39;6
rugja;2;2
ruhazza;2;2
ruhe;6;2
ruhr;10;5
ruin;3;3
ruiz;2;1
rul;7;3
rule;104;53
ruled;14;11
rulemaking;5;2
ruler;7;5
rulers;3;2
rules;81;41
rulimburg;5;5
ruling;33;21
rulings;7;5
rulnak;2;1
rum;4;2
rumor;3;3
rumors;10;8
rump;15;5
run;53;45
runaway;3;3
runet;17;5
runit;3;3
runnels;9;9
runner;2;2
running;31;17
runoff;19;7
runs;9;9
runway;4;1
runways;2;1
ruppe;6;6
rural;10;8
ruralnet;4;4
rus;8;5
rush;7;5
rusk;3;2
russ;3;3
russell;8;6
russia;237;58
russian;278;58
russians;12;8
russo;13;13
rust;12;10
ruszin;3;2
ruszinok;2;2
rut;5;5
rutgers;11;7
ruth;5;4
rutherford;2;2
ruthless;3;3
rutland;13;8
rutlandrussian;2;2
ruu;17;5
rv;55;5
rve;2;2
rvizek;2;1
rvlink;3;3
rvs;2;2
rw;2;2
rwanda;2;2
rwc;3;3
rworld;2;2
rwth;6;4
ryabov;7;3
ryan;15;11
rye;5;2
ryerson;9;5
ryukyu;5;3
rz;61;8
sa;90;16
saab;5;5
sab;2;1
sabc;4;4
sabin;4;4
sable;6;2
sabo;9;9
sabre;9;3
sabredata;3;3
sac;8;5
sacbee;3;3
sacco;3;3
sacheverell;2;1
sacked;3;3
sacking;2;2
sacramento;10;9
sacred;3;2
sacrifice;2;2
sacrificed;2;2
sacrificing;2;2
sad;5;4
saddam;6;2
saddleback;2;2
sae;18;7
saf;4;3
safari;3;3
safavid;2;1
safb;6;6
safe;28;20
safeguards;4;4
safer;2;2
safety;89;43
safhl;2;2
safranyik;2;2
saga;4;3
sage;9;6
saglac;5;5
sagres;3;3
sagus;5;5
sahara;3;3
sai;3;2
saic;26;6
saicyt;2;2
said;453;59
saidthat;3;3
saidthe;2;2
saigon;4;1
saigontourist;3;1
sail;8;7
sailboats;2;2
sailes;3;1
sailing;7;4
sailors;6;6
sailserv;2;1
sainet;2;2
sainsbury;2;2
saint;5;4
saintjoe;2;2
saintmarys;5;5
saints;3;3
sait;5;5
saix;16;5
saj;15;4
sajat;113;35
sajatja;2;1
sajatos;10;7
sajnalatosnak;4;3
sajnalattal;2;2
sajnalom;3;3
sajnos;30;20
sajt;9;2
sajto;71;32
sajtoban;6;6
sajtobeli;2;2
sajtobeszelgetesen;5;5
sajtobol;2;2
sajtoertekezletet;2;1
sajtohatteret;2;1
sajtoja;3;3
sajtojat;2;2
sajtokivonatok;14;13
sajtomonopoliumok;2;2
sajtora;2;2
sajtosajtokivonatok;17;17
sajtoszabadsag;7;6
sajtoszabadsagot;4;3
sajtot;4;3
sajtotajekoztatojan;41;21
sajtotajekoztaton;18;14
sajtoval;4;3
sak;2;2
sake;2;2
sal;5;5
salad;11;4
salads;6;1
salamander;3;3
salamon;2;2
salaried;3;3
salaries;8;8
salary;11;5
saldo;4;1
saldos;3;2
sale;30;19
salem;7;5
sales;83;28
salesman;22;6
salesmen;9;3
salestech;2;2
salford;2;2
salgotarjani;2;2
sali;3;3
salient;5;4
salina;2;2
salinas;4;4
salinger;6;2
salisbury;5;5
salle;2;2
sally;2;2
salt;10;8
salta;2;1
salvation;6;6
sam;13;9
same;170;79
sami;2;2
samoa;7;7
samoan;2;2
sample;15;10
samples;10;5
sampling;13;2
sampson;3;3
samson;2;2
samsung;10;6
samuel;12;6
san;183;46
sancaira;2;1
sanction;2;2
sanctions;9;8
sanctuary;2;2
sand;6;5
sanda;5;3
sanders;7;7
sandia;12;5
sandman;3;3
sandor;49;28
sandort;2;2
sandoz;2;2
sandra;3;3
sands;3;1
sanet;3;2
sang;2;2
sangar;4;1
sanitarium;2;2
sankyo;5;2
sanmateo;4;4
sannet;7;5
sans;3;3
sant;2;2
santa;56;19
santacruz;3;3
santarosa;9;5
santiago;2;2
santika;2;1
santini;7;7
santo;2;1
santonio;2;2
sanyo;2;2
sao;2;2
sapa;2;1
sapmed;2;2
sapporo;2;2
sar;107;20
sara;6;6
sarah;4;3
sarajevo;4;3
saranac;3;2
sarasin;4;4
sarasota;4;4
saraswati;2;1
sarba;3;2
sarbanes;15;15
sarcotele;3;3
sari;4;2
sarkabol;2;1
sarkany;2;2
sarlo;2;1
sarmc;2;2
sarnoff;2;2
sarospataki;3;2
sars;4;1
sartre;19;4
sas;26;7
saskatoon;5;5
saskenergy;2;2
sasknet;5;5
sasser;10;10
sat;18;11
satan;6;2
satarov;8;2
satcom;3;3
satech;2;2
satellite;25;12
satellites;21;12
satelnet;4;4
satire;13;7
satirical;7;6
satisfacci;3;2
satisface;2;2
satisfacer;5;4
satisfaction;27;13
satisfactory;6;5
satisfy;5;4
sato;2;1
satter;4;1
satterfield;8;8
saturday;8;8
saturn;11;7
sau;7;4
sauce;2;1
saudi;16;11
saul;8;2
saulius;4;3
saunders;3;2
sav;2;1
savage;9;9
savban;5;1
save;15;14
saved;7;5
saves;4;3
saving;11;11
savings;33;25
saw;20;13
sawdust;2;2
sawyer;14;11
saxbe;3;3
saxon;4;2
saxton;3;3
say;41;29
saying;46;22
saylor;3;3
says;74;26
sb;28;9
sba;30;8
sbae;2;2
sban;14;3
sbbs;3;3
sbc;5;3
sbceo;3;3
sbcss;4;4
sbd;5;5
sbe;4;3
sben;10;3
sbhsd;3;3
sbi;5;5
sbic;3;3
sbo;3;2
sbp;6;2
sbphrd;7;4
sbs;8;4
sbt;5;5
sbu;6;5
sbuniv;4;4
sburg;5;5
sc;62;7
sca;3;2
scabvl;4;4
scada;3;1
scale;56;24
scales;28;11
scalia;2;1
scaling;4;3
scalpel;8;1
scan;4;3
scandal;16;13
scandinavian;3;3
scania;3;3
scanlon;2;2
scanner;2;1
scanning;2;1
scans;3;3
scapegoats;2;2
scapigliatura;2;2
scar;17;2
scarano;2;2
scarcity;7;4
scare;3;3
scares;2;2
scarlet;8;5
scarlett;2;2
scarolina;3;3
scarred;2;2
scary;2;2
scathing;3;2
scattered;2;2
scattering;17;5
scbe;7;4
scc;10;5
scches;5;4
scclma;9;5
sccmdn;3;3
sccoast;2;2
sccoe;2;2
sccs;2;2
sccsi;3;3
scd;2;2
sce;5;5
scenario;10;6
scenarios;3;3
scene;35;22
scenes;4;4
scetv;2;2
scf;6;5
scflrn;5;4
scgnvl;10;5
sch;4;4
schaefer;5;5
schalkhammer;3;3
schamschula;2;1
schap;2;2
scharfem;2;1
schechter;2;1
schedule;14;10
scheduled;23;18
schedules;7;5
scheduling;6;5
scheffran;2;1
scheme;11;6
schemes;5;5
schenk;3;1
scherle;3;3
scherpenzeel;3;1
scheuer;14;14
schizophrenic;3;3
schlesinger;3;2
schlieffen;3;2
schmalkalden;3;3
schmidt;6;4
schmidtthis;2;2
schmitt;6;6
schmitz;2;2
schnabel;2;2
schneebeli;4;4
schneider;9;9
schoenberg;2;1
scholar;6;6
scholarly;2;2
scholars;20;10
scholarship;7;5
scholarships;4;1
scholary;3;3
scholastic;3;1
scholasticism;2;2
school;279;66
schooling;3;3
schools;72;27
schroeder;13;13
schuette;3;3
schuller;2;2
schultz;3;3
schulze;12;12
schumann;5;1
schumer;7;7
schuszter;2;1
schwab;3;3
schwartz;5;5
schwaz;2;2
schweiker;9;9
schweinfurt;5;5
schweitzer;4;1
schwengel;2;2
schwep;2;2
sci;26;11
sciatl;5;5
scibench;2;2
scidesk;2;2
science;353;135
sciences;47;12
scientific;36;27
scientifically;3;3
scientist;2;1
scientists;23;14
scilab;2;2
scilabs;2;2
scis;2;2
scitec;3;3
scitech;2;1
scitex;2;2
sckans;3;3
scktre;2;2
scl;3;2
sclerosis;3;3
sclncs;3;2
scmcnr;3;3
scn;12;5
scnmng;2;2
sco;9;3
scoca;3;3
scoliosis;2;1
scope;26;14
scorbot;3;1
score;5;5
scored;20;2
scores;12;4
scoring;2;2
scotborders;2;2
scotent;2;2
scotland;4;4
scotnet;3;3
scott;64;39
scottsdale;3;2
scout;2;2
scouting;2;1
scouts;3;2
scp;2;2
scpalm;2;2
scr;4;4
scrambling;2;1
scranton;2;2
screen;26;12
screened;2;2
screening;12;6
screven;2;2
screw;3;3
scri;5;5
scrimp;5;1
scrippscol;2;2
script;5;4
scripts;2;1
scrivener;2;1
scrub;2;1
scrutinized;2;2
scrutiny;17;6
scruznet;8;6
scs;25;5
scsak;2;2
scsd;2;2
scsn;5;5
scsnet;5;5
scspbg;2;1
scsu;5;5
scsumt;11;4
sct;14;5
sctboces;2;2
sctc;2;2
sctcorp;5;5
scu;9;4
scudc;2;2
scvir;2;2
scvnet;2;2
sd;9;4
sdd;8;5
sdi;6;6
sdios;3;3
sdl;4;2
sdr;2;1
sdrc;4;4
sdrp;3;1
sds;3;2
sdsc;6;4
sdsmt;8;6
sdstate;5;5
sdsu;6;6
sdt;5;5
se;1005;57
sea;129;44
seacoast;5;5
seafloor;8;1
seafood;4;2
seagate;2;2
seagoing;2;2
seagull;3;3
seahawk;2;2
sealant;2;1
sealed;4;3
seamless;3;3
sean;2;2
seanet;5;5
search;70;35
searchable;2;2
searches;6;5
seark;2;2
searnet;2;2
sears;5;2
seas;14;6
seasat;5;1
season;28;12
seasonal;16;9
seasoned;4;2
seasons;4;1
seasurf;2;2
seat;12;6
seatac;5;5
seatimes;2;2
seats;3;3
seattle;76;8
seattleu;4;4
seaweed;2;2
sebaj;2;2
sebek;2;1
sebelius;8;8
sebestyen;2;2
sebesulteket;2;1
sec;23;13
secapl;3;3
secdef;2;2
secession;3;3
secis;4;4
second;159;85
secondary;20;13
secondly;2;2
seconds;8;4
secrecy;4;4
secret;33;26
secretar;2;1
secretaries;2;1
secretary;85;37
secretly;2;1
secrets;17;12
section;85;32
sections;19;15
sector;46;23
sectors;22;11
sects;3;1
secular;6;5
secundaria;11;6
secur;2;2
secure;36;14
secured;4;3
securenet;2;2
securing;4;4
securities;43;12
securitization;2;2
security;314;76
sed;12;5
sedd;3;3
sedl;2;2
sedona;6;5
see;175;77
seed;9;6
seeded;2;1
seeding;4;1
seeds;9;5
seeing;17;11
seek;35;23
seeker;4;2
seeking;38;30
seeks;14;14
seem;10;8
seeming;4;4
seemingly;5;5
seems;21;14
seen;151;62
sees;17;16
seflin;5;5
seg;22;11
segelyekert;2;2
segelyeket;4;1
segelyt;2;2
segi;3;3
segit;6;5
segitene;3;3
segitenek;2;2
segiteni;11;8
segitett;3;3
segitettunk;2;1
segithet;2;2
segiti;7;6
segitik;2;2
segito;3;3
segitseg;10;6
segitsegere;3;2
segitsegert;2;2
segitseget;7;6
segitsegevel;11;8
segitsegre;3;3
segitsen;2;2
segitunk;2;2
segment;12;10
segmentation;4;2
segmento;11;3
segmentos;4;2
segments;6;5
segodnya;4;3
segodnyashnyaya;2;2
segregation;3;2
segue;2;2
seguir;3;2
segundo;52;4
seguridad;5;2
seguro;2;2
seguros;2;2
sehol;4;4
sehova;3;2
sei;6;4
seiberling;14;14
seigneur;3;1
seiko;8;1
seinan;5;5
seinf;2;2
seis;18;2
seit;7;5
seize;5;5
seized;3;3
seizure;8;3
seizures;4;4
sek;14;5
sekben;4;2
seken;2;1
seker;2;2
seket;6;2
sekon;2;2
sekre;2;2
sel;2;2
selam;2;1
selassie;2;2
selco;3;3
seldom;2;2
seleccionados;2;2
select;13;11
selected;56;31
selecting;12;8
selection;35;21
selective;6;6
selectnet;2;2
selects;3;2
seleznev;7;4
self;139;66
selfish;2;2
selfishness;3;3
selkirk;2;2
sell;38;22
seller;20;4
sellers;19;5
sellersburg;2;1
selling;42;24
sells;7;5
selmeczi;9;3
selu;13;5
sem;563;47
sematech;3;3
semen;4;1
semester;9;5
semesters;3;2
semestre;3;3
semi;20;10
semiconductor;3;3
seminal;7;6
seminar;5;5
seminars;7;4
semirapid;3;1
semisint;2;1
semisynthetic;2;1
semite;2;2
semites;2;1
semitic;16;5
semitism;11;7
semjen;2;2
semmi;68;31
semmibe;7;4
semmiben;2;2
semmiert;4;3
semmifajta;2;1
semmifele;12;10
semmik;3;3
semmikeppen;2;1
semmilyen;12;10
semmint;2;2
semmisiteni;2;2
semmisitse;2;2
semmit;17;11
semmitmond;2;1
semmitmondo;5;5
semmitsem;2;2
semmivel;3;3
semo;11;4
sems;2;2
semsikerult;2;2
sen;12;6
senate;90;38
senator;42;15
senators;8;6
send;154;139
sendai;2;1
sendero;2;2
sending;16;14
sendit;5;5
sends;12;9
seneca;2;1
senecac;2;2
senescence;2;1
sengupta;5;1
senior;47;28
seniority;6;4
seniors;10;3
senki;51;24
senkinek;10;10
senkinem;2;2
senkit;9;8
sensation;6;3
sensational;3;3
sensationalism;4;3
sense;56;36
sensed;4;1
sensenbrenner;9;9
senses;3;2
sensible;7;6
sensing;28;7
sensitive;26;18
sensitivity;9;4
sensor;13;5
sensors;12;5
sensual;5;3
sensuality;3;2
sent;48;30
sentence;14;8
sentenced;18;10
sentences;15;10
sentencing;5;3
sentex;18;5
sentido;3;2
sentiment;2;2
sentiments;2;2
seoul;4;2
seovec;4;4
sep;3;1
separate;46;31
separated;11;4
separately;8;6
separating;2;2
separation;28;11
separatism;2;2
separatist;3;2
separatists;3;3
sept;2;2
september;228;40
septiembre;5;3
sequel;7;6
sequence;7;6
sequent;5;5
sequential;3;2
sequoia;3;3
ser;31;12
serb;30;11
serbia;8;6
serbian;19;11
serbs;28;14
serelem;2;1
serelmeink;2;2
serelmere;2;2
serelmet;2;2
serelmezte;3;3
sergei;29;17
serial;8;4
serie;2;2
series;69;45
serious;27;18
seriously;14;12
seriousness;6;6
sermons;2;2
sert;5;5
sertett;2;2
sertette;2;2
serthetetlenseget;2;2
serti;8;7
serto;10;8
serv;8;6
servant;4;4
servants;4;3
serve;41;32
