Token;Repeticiones;# de archivos
szivesen;12;10
szivessegbol;1;1
szivesvendeglatas;1;1
szivmutet;1;1
szivmuteteig;1;1
szivmutetek;1;1
szivos;1;1
szivroham;2;1
szivta;1;1
szivu;2;2
szivuenkben;1;1
szivunk;2;2
szivunkben;2;1
szivunkre;1;1
szivvel;1;1
szivvels;1;1
szja;6;4
szk;2;1
szkajbevonatu;1;1
szke;1;1
szkepszis;1;1
szkeptikusok;1;1
szkes;2;2
szkinhedetoriztek;1;1
szl;7;3
szlav;7;4
szlavneftykezdemenyeztek;1;1
szlavnepekkel;1;1
szlavok;1;1
szlavoniaban;1;1
szlavoniai;2;2
szleges;1;1
szlel;1;1
szlelt;1;1
szleng;1;1
szlobodan;2;2
szlov;28;2
szlovak;59;15
szlovakalapszerzodes;1;1
szlovakallamfo;1;1
szlovakellenes;1;1
szlovaki;1;1
szlovakia;30;13
szlovakiaba;1;1
szlovakiaban;9;7
szlovakiabol;1;1
szlovakiai;7;4
szlovakiaimagyar;1;1
szlovakianak;2;2
szlovakiara;1;1
szlovakiat;4;4
szlovakiaval;1;1
szlovakiavalegyuttmukodik;1;1
szlovakizaltak;1;1
szlovakkal;1;1
szlovaknemzeti;1;1
szlovaknemzetisegu;1;1
szlovaknepomuki;1;1
szlovakok;12;6
szlovakokkal;1;1
szlovakoknak;1;1
szlovakokszerzodesen;1;1
szlovakolajvallalatok;1;1
szlovakot;1;1
szlovaksag;2;1
szlovaksaga;1;1
szlovaksaglegkiemelkedobb;1;1
szlovaksagot;1;1
szloven;2;2
szlovenekkel;1;1
szlovenia;4;2
szloveniaban;1;1
szloveniat;2;2
szo;100;33
szoba;9;7
szobabeszegetesekben;1;1
szobafogsagra;1;1
szobajaban;1;1
szobajara;1;1
szobakban;1;1
szoban;6;6
szobas;1;1
szobeli;2;2
szobol;1;1
szobor;3;3
szobornal;2;1
szobortol;1;1
szobra;3;2
szobranak;1;1
szobraszmuvesz;1;1
szobrok;1;1
szoc;2;1
szocdem;1;1
szochnyeteg;1;1
szoci;1;1
szocialdemokrata;5;4
szocialdemokratak;1;1
szocialdemokratanak;1;1
szocialhazudos;1;1
szocialis;56;23
szocialisan;5;5
szocialises;1;1
szocialishelyzetunk;1;1
szocialiskarokat;1;1
szocialispiacgazdasag;1;1
szocialisszempontok;1;1
szocialist;3;1
szocialista;58;28
szocialistak;14;11
szocialistakkal;1;1
szocialistaknak;1;1
szocialistamozgalmak;2;1
szocialistanak;1;1
szocialistapolitikus;1;1
szocializmus;7;6
szocializmusban;1;1
szocializmusnak;1;1
szocializmuso;1;1
szocialliberal;1;1
szocialliberalis;2;2
szocialliberaliseszmeket;1;1
szocialliberalisok;1;1
szocikkeit;1;1
szocikkszerzoje;1;1
szocintern;2;1
szociofotos;1;1
szociokulturalis;1;1
szociol;1;1
szociologiai;2;2
szociologus;3;2
szociologuskifejtette;1;1
szociologusok;1;1
szociomed;1;1
szoclib;1;1
szocreal;1;1
szocs;1;1
szocseples;1;1
szocsove;1;1
szocsovebol;1;1
szodi;1;1
szodomaban;1;1
szoesik;1;1
szofiaban;1;1
szofiai;2;2
szoges;3;2
szogesdi;1;1
szogezi;4;4
szogeznem;1;1
szogezte;3;3
szojuznyeftexport;1;1
szojuznyeftexporttol;1;1
szojuznyeftyexport;1;1
szokai;1;1
szokaiimrevel;1;1
szokapcsolatokat;1;1
szokapcsolatot;1;1
szokas;6;6
szokasa;2;2
szokasaszerint;1;1
szokasba;1;1
szokasban;1;1
szokashoz;1;1
szokasok;2;2
szokasokbol;1;1
szokasoknak;1;1
szokasos;11;9
szokasosidoszeru;1;1
szokasoskezjegye;1;1
szokasoskorabbi;1;1
szokatlan;2;2
szokatlanul;1;1
szokepeter;1;1
szokesed;1;1
szokik;1;1
szokimondast;1;1
szokimondobatorsag;1;1
szokjunk;1;1
szokonapokon;1;1
szokott;4;3
szokta;2;2
szoktak;5;5
szoktam;3;3
szoktammondani;1;1
szoktatjak;1;1
szokvanymegdobbento;1;1
szokvanyos;1;1
szol;31;18
szola;1;1
szolal;2;2
szolalnak;1;1
szolalsz;1;1
szolalt;1;1
szolaltatta;1;1
szolalunk;1;1
szolamok;1;1
szolas;3;3
szolaskorlatozo;1;1
szolasra;1;1
szolasszabadsag;9;5
szolasszabadsagot;1;1
szolasszabadsagrol;1;1
szolasszabadsagugyerol;1;1
szolasszabadsagunk;1;1
szolg;6;2
szolgai;4;3
szolgaian;1;1
szolgait;1;1
szolgajanak;1;1
szolgaknak;1;1
szolgal;5;5
szolgala;1;1
szolgalat;9;7
szolgalata;1;1
szolgalataba;3;2
szolgalatabaalltak;1;1
szolgalataban;3;3
szolgalatanak;2;2
szolgalatara;3;2
szolgalatba;3;2
szolgalatban;2;2
szolgalatbol;1;1
szolgalati;6;4
szolgalatiidot;1;1
szolgalatitorvenytervezetet;1;1
szolgalatkeszen;1;1
szolgalatokhoz;2;1
szolgalatot;5;4
szolgalatrol;1;1
szolgalhat;1;1
szolgalhatja;1;1
szolgalhatnakparterdekeket;1;1
szolgalja;11;10
szolgaljak;3;2
szolgalnak;2;2
szolgalo;10;10
szolgaloja;1;1
szolgalt;2;2
szolgalta;3;3
szolgaltak;4;4
szolgaltassanak;1;1
szolgaltatas;1;1
szolgaltatasa;1;1
szolgaltatasaikat;1;1
szolgaltatasaival;2;1
szolgaltatasi;1;1
szolgaltatasok;6;3
szolgaltatasoknak;1;1
szolgaltatasoknal;2;2
szolgaltatast;2;1
szolgaltatnak;1;1
szolgaltato;24;1
szolgaltatok;1;1
szolgasag;1;1
szolgasagbol;1;1
szolhat;3;3
szolhatbele;1;1
szolhatok;1;1
szolid;3;2
szolidaris;1;1
szolidarisak;1;1
szolidarit;1;1
szolidaritas;3;2
szolidaritaserzesilletlen;1;1
szolidaritason;1;1
szolidaritasrol;1;1
szolidaritast;3;3
szolit;2;2
szolitjuk;1;1
szolitotta;3;2
szolitottad;1;1
szolitottak;1;1
szolj;1;1
szoljon;1;1
szoljunk;1;1
szollosi;4;3
szollosine;5;3
szolna;4;3
szolnak;5;5
szolnanak;1;1
szolni;3;3
szolnia;1;1
szolnok;2;2
szolnoki;6;3
szolnokon;1;1
szolnokra;2;1
szolo;67;29
szoloarisztokratarol;1;1
szoloeloterjesztessel;1;1
szolojogszabalytervezet;1;1
szolok;1;1
szolotajekoztatot;1;1
szolotorvenyhez;1;1
szolotorvenyjavaslat;1;1
szolt;32;19
szolta;2;2
szoltak;5;4
szoltam;1;1
szolunk;1;1
szolva;12;10
szolvakuncze;1;1
szolvan;1;1
szombat;9;6
szombathelyentartott;1;1
szombati;12;8
szombaton;9;6
szombatonkijelentette;1;1
szomjas;1;1
szomor;1;1
szomoru;11;11
szomoruan;2;1
szomorujatek;1;1
szomorusag;1;1
szomorusagahoz;1;1
szomsz;13;3
szomszed;4;3
szomszedai;1;1
szomszedaink;2;1
szomszedainkkal;2;2
szomszedainknak;1;1
szomszedainknato;1;1
szomszedbanletezett;1;1
szomszedok;3;3
szomszedokbol;1;1
szomszedoke;1;1
szomszedoknal;1;1
szomszedos;11;7
szomszedsagaban;1;1
szomszedsagat;1;1
szomszedsagban;1;1
szomszedsagi;1;1
szomszedsagunkban;1;1
szomszedunk;1;1
szonak;3;3
szonda;9;6
szondi;1;1
szonok;4;4
szonoki;1;1
szonokibeszedenek;1;1
szonoklatot;2;1
szonokok;2;1
szonokolnak;1;1
szontagh;1;1
szonyeg;3;2
szonyegeket;1;1
szopja;1;1
szopjal;1;1
szoposmalacok;1;1
szoptat;1;1
szoptato;1;1
szora;4;4
szorakozas;1;1
szorakozasat;1;1
szorakozasbol;2;1
szorakozasra;2;1
szorakoznak;3;2
szorakozo;1;1
szorakoztato;1;1
szord;1;1
szoren;1;1
szorg;1;1
szorgalmasan;1;1
szorgalmaz;3;2
szorgalmazo;1;1
szorgalmazott;3;2
szorgalmazta;4;4
szorgalmaztak;1;1
szorgalmaztam;1;1
szorgalmazza;7;6
szorgalmazzak;5;4
szorgos;1;1
szorgoskodnak;1;1
szoritani;3;3
szoritasanak;1;1
szorithato;2;1
szoritja;1;1
szoritott;4;3
szorjuk;1;1
szornyeivel;1;1
szornynek;1;1
szornyu;4;3
szornyusegekrol;1;1
szornyuseges;1;1
szornyusegesebb;1;1
szorol;1;1
szorolapjaikon;1;1
szorolapokat;1;1
szorongas;1;1
szorongasos;1;1
szorongatasa;1;1
szorongatjak;1;1
szorongatott;1;1
szorongott;1;1
szorongova;1;1
szorongva;1;1
szorongvak;1;1
szoros;6;5
szorosabb;3;3
szorosabbellenorzest;1;1
szorosan;3;2
szoroskapcsolat;1;1
szoroskapcsolatban;1;1
szorostul;1;1
szorri;1;1
szorszalhasogatassal;2;1
szort;1;1
szorta;1;1
szortak;1;1
szorul;6;6
szoruljon;1;1
szoruljunk;1;1
szorulna;1;1
szorulnak;2;2
szorulo;1;1
szorult;3;3
szorvanyvidek;1;1
szorvanyvidekkozigazgatasi;1;1
szorzoszamokat;2;1
szoszego;1;1
szoszekrol;1;1
szoszentsege;1;1
szoszkovec;1;1
szoszolo;1;1
szoszoloira;1;1
szoszoloja;3;3
szot;25;22
szote;1;1
szott;1;1
szottek;1;1
szova;1;1
szoval;10;7
szoveg;17;11
szovegbe;2;2
szovegben;2;2
szovegbol;1;1
szovege;4;4
szovegebolmegtudhatjuk;1;1
szovegeibol;1;1
szovegeket;1;1
szovegekre;1;1
szovegenekkidolgozasa;1;1
szoveget;11;7
szovegetszorol;1;1
szovegfelolvasast;1;1
szoveghez;1;1
szovegkornyezetebol;1;1
szovegmagyarazatra;1;1
szovegtervezet;2;1
szovesu;2;1
szovetet;1;1
szovetkezet;12;3
szovetkezetenek;1;1
szovetkezeti;4;1
szovetkezve;2;2
szovetseg;47;22
szovetsegbe;1;1
szovetsege;13;11
szovetsegehez;1;1
szovetsegeinek;1;1
szovetsegenek;8;6
szovetseges;7;3
szovetsegese;2;2
szovetsegeseik;1;1
szovetsegeseikkel;1;1
szovetsegesek;2;1
szovetsegeseket;1;1
szovetsegesekre;1;1
szovetsegeseve;1;1
szovetseget;4;3
szovetsegevel;1;1
szovetseggel;2;2
szovetseghez;1;1
szovetsegi;15;8
szovetsegielnokenek;1;1
szovetsegnek;1;1
szovetsegre;3;2
szovetsegvezetoinek;1;1
szovevenyboncolgatasara;1;1
szovivo;10;8
szovivocsutortoki;1;1
szovivoje;10;9
szovjet;36;17
szovjetb;1;1
szovjetellenesseg;1;1
szovjetes;1;1
szovjetet;1;1
szovjethatalmat;1;1
szovjethuseget;1;1
szovjetmodszerekkel;1;1
szovjetpart;1;1
szovjetteruleteket;1;1
szovjetuni;2;1
szovjetunio;4;4
szovjetunioba;2;2
szovjetunioban;1;1
szovjetuniobol;1;1
szovjetunioval;1;1
szovjetvalamennyiun;1;1
szozatom;1;1
szozuhatagban;1;1
szpe;1;1
szponzor;1;1
szponzorabolaz;1;1
szponzorainak;1;1
szponzoralasi;1;1
szponzoralt;1;1
szponzornak;1;1
szponzorok;1;1
szponzoroktol;1;1
szrev;1;1
szrvezeteinek;1;1
szs;2;1
szsid;1;1
szt;10;3
szta;1;1
sztag;1;1
sztags;1;1
sztaki;2;2
sztalin;10;6
sztaline;1;1
sztalini;1;1
sztalinista;1;1
sztanyiszlav;1;1
sztari;1;1
sztarja;1;1
sztarnak;1;1
sztarolnak;1;1
sztarolt;1;1
sztarujsagirojat;1;1
sztenderd;1;1
sztet;2;1
sztettek;1;1
sztorok;1;1
sztrajk;14;7
sztrajkba;1;1
sztrajkcsak;1;1
sztrajkfenyegetessel;2;1
sztrajkja;1;1
sztrajkok;1;1
sztrajkokat;2;1
sztrajkolok;1;1
sztrajkot;5;4
sztvev;5;3
sztyeppere;1;1
szu;3;3
szubjektiv;2;2
szubjektive;1;1
szubregionalis;3;1
szucs;1;1
szucsistvan;1;1
szudeta;1;1
szueloknek;1;1
szufficites;1;1
szuggeralna;1;1
szugyig;1;1
szuk;11;10
szukcsoportjanal;1;1
szukiteni;2;2
szukitette;1;1
szukitettek;1;1
szukitik;1;1
szukito;1;1
szukolkodo;2;2
szukoskoltsegvetesebol;1;1
szukseg;46;24
szuksege;13;11
szuksegeaz;1;1
szuksegeltetik;1;1
szukseges;44;27
szuksegeses;1;1
szuksegeseten;1;1
szuksegesnek;13;12
szuksegesnektartjak;1;1
szuksegesnekutankozolni;1;1
szuksegessegere;1;1
szuksegessegerol;2;2
szuksegesseget;3;3
szuksegestoket;1;1
szuksegesztendo;1;1
szukseget;1;1
szuksegetlen;1;1
szuksegevan;1;1
szuksegletek;1;1
szuksegleteket;1;1
szuksegleteknek;1;1
szuksegnek;1;1
szuksegszeru;2;1
szuksegszerubb;1;1
szuksegszeruenegyetertettek;1;1
szuksegszeruseg;4;3
szukseguk;4;4
szuksegunk;2;2
szukul;1;1
szul;2;2
szulei;2;2
szuleim;1;1
szuleimtol;1;1
szuleinek;1;1
szuleinel;1;1
szulemenyei;1;1
szules;1;1
szulesi;1;1
szulest;2;2
szuleszorvost;1;1
szuletendo;1;1
szuletes;1;1
szuletesek;1;1
szuletesenek;1;1
szuletesnapjan;1;1
szuletesre;1;1
szuletesu;2;1
szuletett;24;18
szuletettek;1;1
szuletettkisdedet;1;1
szuletetttervek;1;1
szulethet;1;1
szulethetnek;1;1
szulethettek;1;1
szuletik;1;1
szuletikmegallapodas;1;1
szuletnek;6;5
szuletni;1;1
szulettek;5;5
szulettem;3;3
szulik;1;1
szuljek;1;1
szulnek;2;2
szulofoldjukon;1;1
szulofoldunketakarja;1;1
szulofoldunketonkenyesen;1;1
szuloje;1;1
szulok;10;7
szuloket;3;3
szuloknel;1;1
szulokre;1;1
szuloorszagarol;1;1
szulootthonokat;1;1
szulotte;1;1
szulovakiai;1;1
szult;1;1
szulte;1;1
szultek;1;1
szunet;1;1
szunete;1;1
szuneteben;3;2
szunik;1;1
szunnie;1;1
szunoben;1;1
szunt;3;3
szuntek;1;1
szuntelen;4;3
szuntelenul;1;1
szuntet;1;1
szuntetik;1;1
szuntetnek;1;1
szuntetnenek;2;1
szuntetni;4;4
szuntette;1;1
szuntettek;1;1
szunyokaljon;1;1
szuper;1;1
szuperliberalis;3;1
szupertorvenyes;1;1
szurest;1;1
szurkesegbol;1;1
szurkolok;2;2
szurkolotaborral;1;1
szurne;2;1
szurtek;1;1
szustakiewicz;1;1
szuveren;1;1
szuverenitas;3;3
szuverenitasrol;1;1
szuverenkoztarsasagok;1;1
szuzek;1;1
szv;1;1
szymber;1;1
t;1190;146
ta;19;7
tab;5;5
tabajdi;5;4
taban;1;1
tabella;1;1
tabernakukum;1;1
tabernakulumban;1;1
tabla;3;3
tablaikon;1;1
tablajan;1;1
tablak;1;1
tablakat;1;1
tablat;1;1
tablazat;6;5
tablazatban;1;1
tablazatmagyarorszag;1;1
tablazatnetto;1;1
tablazatokkal;1;1
tablazatot;1;1
table;38;17
tables;17;15
tablets;1;1
tablok;1;1
taboos;1;1
tabor;6;5
tabora;3;2
taboraba;1;1
taboranak;1;1
taborara;1;1
taborat;2;2
taborba;1;1
taborban;3;1
tabori;1;1
tabornak;2;2
tabornok;6;5
tabornokainak;1;1
tabornoki;1;1
tabornokok;2;1
taboro;1;1
taborokba;1;1
taborokban;1;1
tabort;1;1
tabs;1;1
tabu;2;1
tabuja;1;1
tabukat;1;1
tabukent;1;1
tabula;1;1
tabulated;1;1
tabulations;1;1
tabunak;1;1
tabut;1;1
taby;1;1
tac;1;1
tach;7;5
tacitly;2;2
tackett;1;1
tackle;3;2
tackles;1;1
tacom;4;4
tacoma;1;1
taconic;5;5
tactic;3;3
tactical;1;1
tactics;28;21
tactile;3;3
tactless;1;1
tadeo;1;1
tadicsot;1;1
tadpolemusic;1;1
tadzsik;1;1
tae;1;1
taechers;1;1
tafe;1;1
tafenet;1;1
tafensw;4;3
taft;6;6
tag;73;12
tagabb;1;1
tagabban;1;1
tagadas;1;1
tagadasa;1;1
tagadasaval;2;2
tagadassal;1;1
tagadasuk;1;1
tagadhatatlan;2;2
tagadhatjak;1;1
tagadja;3;3
tagadjak;1;1
tagadkeresztenyuldozes;1;1
tagadni;2;2
tagado;1;1
tagadoi;1;1
tagadom;1;1
tagadta;3;3
tagadtak;1;1
tagallama;1;1
tagallamok;4;3
tagasak;1;1
tage;1;1
tagga;2;2
taggal;2;1
tagged;1;1
tagging;1;1
taggyulesen;1;1
taghitkozseg;1;1
tagitani;1;1
tagja;55;25
tagjaban;1;1
tagjai;27;18
tagjaibol;1;1
tagjaielsosorban;1;1
tagjaik;2;2
tagjaikat;1;1
tagjaikozott;1;1
tagjainak;7;5
tagjaira;1;1
tagjait;6;6
tagjaiva;1;1
tagjaival;2;2
tagjakent;1;1
tagjamarad;1;1
tagjanak;3;3
tagjat;6;6
tagjatmagyarorszagon;1;1
tagjatol;1;1
tagjava;3;3
tagjaval;2;2
taglal;1;1
taglalt;1;1
tagletszama;1;1
tagnap;1;1
tagok;11;7
tagoknak;1;1
tagokra;1;1
tagolodott;1;1
tagore;1;1
tagorszag;1;1
tagorszaga;1;1
tagorszaganak;1;1
tagorszagok;3;2
tagorszagokat;1;1
tagorszagoknak;1;1
tagorszagokonnallosagot;1;1
tagot;1;1
tagotszamlalo;1;1
tagozataira;1;1
tagozatanak;5;5
tagozatra;2;2
tags;3;2
tagsag;9;7
tagsaga;8;6
tagsaganak;4;4
tagsagat;1;1
tagsagaval;2;2
tagsagert;1;1
tagsaghoz;2;1
tagsagi;2;2
tagsagnak;1;1
tagsagot;3;3
tagsagra;6;5
tagsagrol;1;1
tagsagukat;2;2
tagsagunk;3;3
tagszervezet;1;1
tagtoborzojan;1;1
tagtoborzot;1;1
tagu;6;5
taguieff;1;1
tagul;1;1
tahat;1;1
tahini;1;1
taho;2;1
taht;2;2
tai;7;4
tail;2;2
tailor;3;3
tailored;4;2
tailoring;1;1
taink;1;1
taipei;1;1
tais;2;2
taisei;1;1
tait;1;1
taiu;3;2
taiwan;31;17
taiwanese;1;1
taizei;1;1
taj;1;1
tajainak;1;1
tajakon;1;1
tajan;1;1
tajanak;1;1
tajarol;3;2
tajekan;1;1
tajekozatlansagbol;1;1
tajekozodhatnak;1;1
tajekozodhattunk;1;1
tajekozodnia;1;1
tajekoztassak;3;2
tajekoztatas;2;2
tajekoztatasa;2;2
tajekoztatasi;1;1
tajekoztatasnak;1;1
tajekoztatasok;1;1
tajekoztatasra;1;1
tajekoztatast;6;5
tajekoztatjak;3;1
tajekoztatlak;1;1
tajekoztatni;1;1
tajekoztato;2;2
tajekoztatojan;5;4
tajekoztatojanszollosi;1;1
tajekoztaton;8;8
tajekoztatonarrol;1;1
tajekoztatot;2;2
tajekoztatott;4;3
tajekoztatta;9;8
tajekoztattak;6;4
tajekoztattalevelben;1;1
tajekoztattam;1;1
tajekoztattategnap;1;1
tajekoztattunk;1;1
tajekoztatva;1;1
tajfold;1;1
tajikistan;3;3
tajszolasban;1;1
tajszolasbantori;1;1
tajszolassal;1;1
tajvani;2;2
tak;5;3
takaaki;1;1
takacs;4;4
takaki;1;1
takamiya;1;1
takano;1;1
takar;1;1
takarasara;1;1
takarekbetetben;1;1
takarekbetetkonyvek;1;1
takarekossaganak;1;1
takarekpenztar;1;1
takarekpenztarakrol;1;1
takarekszovetkezet;1;1
takargassuk;1;1
takargatasara;1;1
takargatja;1;1
takargatni;1;1
takaritas;1;1
takaritast;1;1
takarozott;1;1
takat;1;1
takata;1;1
takazawa;1;1
take;180;94
takeeovers;1;1
taken;75;51
takeover;5;4
takers;1;1
takes;48;35
taking;76;51
takony;3;2
takonykormanyra;1;1
taksalja;1;1
taktik;1;1
taktika;1;1
taktikai;3;2
taktikaiellenvetes;1;1
taktikaiengedm;1;1
takuma;1;1
tal;25;9
talaj;1;1
talajan;1;1
talajt;3;2
talajv;1;1
talal;8;7
talalasat;1;1
talales;1;1
talalgatasok;1;1
talalgatasokra;1;1
talalhat;1;1
talalhatja;2;2
talalhato;7;6
talalhatoak;1;1
talalhatok;4;4
talalhattak;1;1
talalja;7;7
talaljak;4;4
talaljon;1;1
talaljuk;1;1
talalkozas;1;1
talalkozasonmegjelent;1;1
talalkozast;2;2
talalkozastol;1;1
talalkozasunkkor;1;1
talalkozasunknak;1;1
talalkozhasson;1;1
talalkozhat;1;1
talalkozhatunk;1;1
talalkozik;4;4
talalkozni;6;6
talalkozo;12;10
talalkozoba;1;1
talalkozoja;3;3
talalkozojan;2;2
talalkozojanak;1;1
talalkozojara;2;2
talalkozojarol;1;1
talalkozojat;3;3
talalkozojaval;1;1
talalkozon;3;3
talalkozora;1;1
talalkozot;6;5
talalkozott;8;6
talalkozoval;1;1
talalkoztak;1;1
talalkoztunk;2;2
talalkozzanak;1;1
talalmegoldast;1;1
talalnak;2;2
talalnaktettest;1;1
talalni;4;4
talalnia;1;1
talalniuk;1;1
talalo;1;1
talalod;1;1
talalom;1;1
talalt;6;5
talalta;10;9
talaltak;9;7
talaltakkezigranatokat;1;1
talaltakvolna;1;1
talaltamondani;1;1
talaltatott;1;1
talaltilyet;1;1
talalunk;4;4
talalva;1;1
talalvissza;1;1
talan;97;32
talankepes;1;1
talanrajta;1;1
talanyai;1;1
talbott;1;1
talcott;4;4
tale;42;8
talented;2;2
tales;23;7
talese;3;1
taligent;3;3
talip;1;1
talja;1;1
taljai;2;1
talk;21;17
talked;10;8
talking;8;7
talkline;1;1
talkodott;1;1
talks;36;25
talkswith;1;1
tall;5;3
tallaght;1;1
tallahassee;2;2
tallassee;5;5
taller;1;1
tallest;1;1
tallies;1;1
tallinn;1;1
tallon;5;5
tallozo;3;1
tally;2;2
talmadge;9;9
talmud;2;2
talon;4;4
talongrp;2;2
talp;1;1
talpalattnyifoldukon;1;1
talpara;1;1
talpat;1;1
talpon;4;2
talpra;3;2
talpraallasat;1;1
talpraallitasa;1;1
talpraallitasara;1;1
talpraallni;1;1
talum;1;1
talusia;1;1
talx;1;1
tam;2;2
tamad;1;1
tamadas;9;9
tamadasa;2;1
tamadasait;2;2
tamadasat;1;1
tamadasnak;1;1
tamadasok;4;3
tamadasokat;1;1
tamadasokhoz;1;1
tamadasokkal;1;1
tamadasokrol;1;1
tamadasra;1;1
tamadast;4;4
tamadhatok;1;1
tamadja;8;7
tamadjak;3;3
tamadjanak;1;1
tamadnak;1;1
tamadni;2;1
tamado;2;2
tamadoknak;1;1
tamadokommandobol;1;1
tamadom;1;1
tamadott;3;2
tamadrad;1;1
tamadt;4;3
tamadta;3;3
tamadtak;2;2
tamadtatja;1;1
tamadtuk;1;1
tamar;3;1
tamara;1;1
tamarcom;1;1
tamari;1;1
tamas;47;25
tamasalelnok;2;2
tamaska;1;1
tamasrevesz;1;1
tamast;2;2
tamasz;1;1
tamaszkodik;2;2
tamaszkodnia;2;2
tamaszkodniuk;1;1
tamaszkodva;1;1
tamaszpontjarol;1;1
tamaszponton;1;1
tamaszpontot;1;1
tamasztanak;1;1
tamasztja;1;1
tambi;47;26
tambien;1;1
tambores;1;1
tamburlaine;1;1
tame;2;2
tamfal;1;1
tamier;1;1
taming;2;1
tamnet;4;4
tamogassa;1;1
tamogassak;1;1
tamogat;4;3
tamogatas;12;11
tamogatasa;11;9
tamogatasaban;2;2
tamogatasaert;1;1
tamogatasara;5;5
tamogatasarol;1;1
tamogatasat;7;7
tamogatasatol;1;1
tamogatasaval;4;3
tamogatasavalvalasztottak;1;1
tamogatasban;3;2
tamogatasert;1;1
tamogatashoz;1;1
tamogatasi;5;4
tamogatasnak;1;1
tamogatasnelkul;1;1
tamogatasok;2;2
tamogatasokat;1;1
tamogatasokfelulvizsgalatat;1;1
tamogatasra;2;2
tamogatassal;1;1
tamogatassalfelepult;1;1
tamogatast;24;15
tamogatastkert;1;1
tamogatasukat;3;3
tamogathato;1;1
tamogatja;26;17
tamogatjak;30;7
tamogatjuk;2;2
tamogatna;3;2
tamogatnak;2;2
tamogatni;5;5
tamogato;4;4
tamogatoi;1;1
tamogatoies;1;1
tamogatoikkal;1;1
tamogatok;2;2
tamogatom;4;2
tamogatora;1;1
tamogatott;1;1
tamogatottsag;1;1
tamogatottsaga;1;1
tamogatottsaganak;1;1
tamogatottsaggal;1;1
tamogatottsagszukseges;1;1
tamogatottvaromanyfedezeti;1;1
tamogatta;7;7
tamogattabelso;1;1
tamogattak;5;4
tamogattakaz;1;1
tamogattuk;1;1
tamogattunk;1;1
tamoil;9;1
tamoildistribution;1;1
tamoill;1;1
tamoilpetroli;1;1
tampa;5;3
tampai;1;1
tampere;2;2
tampering;7;3
tampoco;1;1
tampontja;1;1
tamri;3;3
tamu;35;6
tamucc;4;4
tamug;3;3
tamuk;2;2
tamura;2;1
tan;20;10
tanabol;1;1
tanacs;22;14
tanacsa;2;2
tanacsadas;1;1
tanacsado;10;4
tanacsadoi;3;3
tanacsadoja;5;5
tanacsadojavalkozosen;1;1
tanacsadok;4;2
tanacsadonkat;1;1
tanacsadonkban;1;1
tanacsai;1;1
tanacsait;2;2
tanacsanak;6;6
tanacsanakszemelyi;1;1
tanacsi;2;2
tanacskormanyt;1;1
tanacskozas;1;1
tanacskozasa;1;1
tanacskozasan;2;2
tanacskozasat;1;1
tanacskozasegyik;1;1
tanacskozasok;1;1
tanacskozasokon;1;1
tanacskozason;9;8
tanacskozast;1;1
tanacskozastapasztalatait;1;1
tanacskozasunk;1;1
tanacskozik;1;1
tanacskoztak;1;1
tanacsmunkajat;1;1
tanacsnak;1;1
tanacsok;1;1
tanacsokat;1;1
tanacsos;2;2
tanacsot;2;2
tanacsparlamenti;1;1
tanacsrol;1;1
tanacsulesen;2;1
tanah;1;1
tanaival;1;1
tanaka;2;1
tanar;13;9
tanara;2;2
tanaraink;1;1
tanarat;1;1
tanarellenor;1;1
tanarok;10;6
tanarokat;1;1
tanarokbol;1;1
tanarokra;1;1
tanarseged;1;1
tanarsegedet;1;1
tancba;1;1
tanckara;1;1
tancoltak;2;1
tancosok;1;1
tancot;1;1
tandem;32;5
tandij;6;3
tandijat;4;3
tandijfizetessel;1;1
tandijkoltsegek;1;1
tandijkotelezettseget;1;1
tandijmentesseget;1;1
tandijnal;1;1
tandijrendelet;1;1
tandijrendeletet;1;1
tandijrendszert;1;1
tandijrol;1;1
tandijszabalyozas;1;1
tandy;3;3
tanegashima;1;1
tanep;1;1
tanero;1;1
tanevben;1;1
tanevinditassal;1;1
tanevkezdes;1;1
tanevkezdeskor;1;1
tanevnyitojan;1;1
tangent;3;1
tangible;5;2
tangled;1;1
tani;10;4
tanielu;1;1
tanis;3;1
tanisys;1;1
tanit;2;2
tanitani;1;1
tanitas;1;1
tanitasa;2;2
tanitasaval;1;1
tanitja;1;1
tanito;2;2
tanitoink;1;1
tanitok;1;1
tanitokat;1;1
tanitokepzo;2;2
tanitomestere;1;1
tanitotta;1;1
tanitottak;1;1
tanitsanak;1;1
tanittatasara;1;1
tanittatjuk;1;1
tanittatni;2;2
tanitvanya;1;1
tanitvanyai;1;1
tanjug;4;4
tanjung;1;1
tank;15;5
tankbol;1;1
tanker;1;1
tankhadosztalyos;1;1
tankok;1;1
tankokbejottek;1;1
tankokkal;2;2
tankokra;1;1
tankonyv;2;2
tankonyvben;1;1
tankotelezettseg;1;1
tanks;7;5
tanmeseben;1;1
tannal;1;1
tanokszolgalatanak;1;1
tanqueray;1;1
tanques;1;1
tansu;1;1
tanszek;2;2
tanszekek;1;1
tanszeken;1;1
tanszeket;2;2
tanto;10;10
tantorogtak;1;1
tantra;11;1
tantric;7;1
tantrics;1;1
tanubizonysagot;2;2
tanugyi;1;1
tanui;2;2
tanujat;1;1
tanujelet;1;1
tanuk;2;2
tanul;2;2
tanulastol;2;1
tanulat;1;1
tanuld;1;1
tanulhasson;1;1
tanulhat;1;1
tanulhatjuk;1;1
